,Movie Name,Year of Release,Runtime,Genre,Movie Rating,Metascore of Movie,Votes,Gross,Description
133,Eternal Sunshine of the Spotless Mind,2004,108 ,"Drama, Romance, Sci-Fi",8.3,89,1031847,$34.40M,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever."
134,La La Land,2016,128 ,"Comedy, Drama, Music",8.0,94,615915,$151.10M,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
135,Star Wars: Episode VI - Return of the Jedi,1983,131 ,"Action, Adventure, Fantasy",8.3,58,1078268,$309.13M,"After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side."
136,The Father,2020,97 ,"Drama, Mystery",8.2,88,169111,#131,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
137,Hidden Figures,2016,127 ,"Biography, Drama, History",7.8,74,240922,$169.61M,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
138,Spirited Away,2001,125 ,"Animation, Adventure, Family",8.6,96,790553,$10.06M,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts."
139,A Clockwork Orange,1971,136 ,"Crime, Sci-Fi",8.3,77,848336,$6.21M,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
140,Harry Potter and the Deathly Hallows: Part 1,2010,146 ,"Adventure, Family, Fantasy",7.7,65,568258,$295.98M,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
141,The Pianist,2002,150 ,"Biography, Drama, Music",8.5,85,856771,$32.57M,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
142,Once Upon a Time in America,1984,229 ,"Crime, Drama",8.3,75,360552,$5.32M,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
143,The Exorcist,1973,122 ,Horror,8.1,81,421557,$232.91M,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter."
144,Dunkirk,2017,106 ,"Action, Drama, History",7.8,94,682882,$188.37M,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
145,The Big Short,2015,130 ,"Biography, Comedy, Drama",7.8,81,447174,$70.26M,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is."
146,City of God,2002,130 ,"Crime, Drama",8.6,79,771283,$7.56M,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
147,Fantastic Mr. Fox,2009,87 ,"Animation, Adventure, Comedy",7.9,83,246334,$21.00M,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
148,The Worst Person in the World,2021,128 ,"Comedy, Drama, Romance",7.8,90,80207,,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is."
149,Donnie Darko,2001,113 ,"Drama, Mystery, Sci-Fi",8.0,88,819872,$1.48M,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
150,Her,2013,126 ,"Drama, Romance, Sci-Fi",8.0,91,636557,$25.57M,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
151,The Truman Show,1998,103 ,"Comedy, Drama",8.2,90,1117981,$125.62M,An insurance salesman discovers his whole life is actually a reality TV show.
152,Dead Poets Society,1989,128 ,"Comedy, Drama",8.1,79,510311,$95.86M,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.
153,Ratatouille,2007,111 ,"Animation, Adventure, Comedy",8.1,96,767193,$206.45M,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
154,The Usual Suspects,1995,106 ,"Crime, Drama, Mystery",8.5,77,1104936,$23.34M,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.
155,Braveheart,1995,178 ,"Biography, Drama, History",8.3,68,1056201,$75.60M,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
156,Zootopia,2016,108 ,"Animation, Adventure, Comedy",8.0,78,516755,$341.27M,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
157,The Thing,1982,109 ,"Horror, Mystery, Sci-Fi",8.2,57,438976,$13.78M,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
158,Batman Begins,2005,140 ,"Action, Crime, Drama",8.2,70,1504127,$206.85M,"After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city."
159,Snatch,2000,102 ,"Comedy, Crime",8.2,55,874529,$30.33M,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
160,Inside Man,2006,129 ,"Crime, Drama, Mystery",7.6,76,384018,$88.51M,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
161,Moneyball,2011,133 ,"Biography, Drama, Sport",7.6,87,440017,$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
162,"Three Billboards Outside Ebbing, Missouri",2017,115 ,"Comedy, Crime, Drama",8.1,88,526414,$54.51M,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
163,Mulholland Drive,2001,147 ,"Drama, Mystery, Thriller",7.9,86,367186,$7.22M,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
164,Ex Machina,2014,108 ,"Drama, Sci-Fi, Thriller",7.7,78,562237,$25.44M,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
165,The Help,2011,146 ,Drama,8.1,62,472712,$169.71M,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
166,The Hunt,2012,115 ,Drama,8.3,77,341773,$0.69M,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
167,Ocean's Eleven,2001,116 ,"Crime, Thriller",7.7,74,591809,$183.42M,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
168,Superbad,2007,113 ,Comedy,7.6,76,600468,$121.46M,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
169,Jojo Rabbit,2019,108 ,"Comedy, Drama, War",7.9,58,410761,$33.37M,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.
170,The Handmaiden,2016,145 ,"Drama, Romance, Thriller",8.1,84,157183,$2.01M,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
171,Finding Nemo,2003,100 ,"Animation, Adventure, Comedy",8.2,90,1067173,$380.84M,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
172,Toy Story,1995,81 ,"Animation, Adventure, Comedy",8.3,96,1018913,$191.80M,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.
173,Kill Bill: Vol. 1,2003,111 ,"Action, Crime, Drama",8.2,69,1141381,$70.10M,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
174,The Wizard of Oz,1939,102 ,"Adventure, Family, Fantasy",8.1,92,410633,$2.08M,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."
175,Full Metal Jacket,1987,116 ,"Drama, War",8.3,78,759207,$46.36M,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
176,Dances with Wolves,1990,181 ,"Adventure, Drama, Western",8.0,72,276752,$184.21M,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose."
177,Cast Away,2000,143 ,"Adventure, Drama, Romance",7.8,73,609733,$233.63M,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
178,Apocalypto,2006,139 ,"Action, Adventure, Drama",7.8,68,320281,$50.87M,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression."
179,Green Book,2018,130 ,"Biography, Comedy, Drama",8.2,69,519768,$85.08M,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
180,The Perks of Being a Wallflower,2012,103 ,Drama,7.9,67,526696,$17.74M,"Charlie, a 15-year-old introvert, enters high school and is nervous about his new life. When he befriends his seniors, he learns to cope with his friend's suicide and his tumultuous past."
181,Come and See,1985,142 ,"Drama, Thriller, War",8.4,0,86066,#93,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."
182,The Hateful Eight,2015,168 ,"Crime, Drama, Mystery",7.8,68,623963,$54.12M,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
183,Hamilton,2020,160 ,"Biography, Drama, History",8.3,89,101611,#110,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
184,Searching,2018,102 ,"Drama, Mystery, Thriller",7.6,71,172219,$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
185,Blue Is the Warmest Colour,2013,180 ,"Drama, Romance",7.7,90,157286,$2.20M,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss."
186,Star Wars: Episode III - Revenge of the Sith,2005,140 ,"Action, Adventure, Fantasy",7.6,68,812386,$380.26M,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
